rebalance_date,signal_date,entry_date,holdings,n_holdings,n_sold,n_bought,turnover_est,cost,exposure,regime_scale,defense_scale,vol_scale,dd_scale,estimated_vol,regime_score,breadth_gate,benchmark_trend_gate,anchor_used,skipped_no_hold_dates
2023-02-07,2023-02-07,2023-02-08,"['KHC', 'EA', 'AMGN', 'KDP', 'AZN', 'GILD', 'XEL', 'MNST', 'CTAS', 'ROST']",10,6,6,0.6889096497518855,0.0008266915797022625,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2023-02-22,2023-02-22,2023-02-23,"['JD', 'PAYX', 'IDXX', 'NFLX', 'KLAC', 'CTAS', 'MNST', 'ROST', 'XEL', 'KHC']",10,5,5,0.6906531594055403,0.0008287837912866482,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2023-03-08,2023-03-08,2023-03-09,"['IDXX', 'WBD', 'ILMN', 'GOOGL', 'MELI', 'META', 'PAYX', 'NFLX', 'KLAC', 'JD']",10,5,5,0.5917290037273921,0.0007100748044728705,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2023-03-22,2023-03-22,2023-03-23,"['IDXX', 'JD', 'PAYX', 'NFLX', 'FAST', 'CTAS', 'XEL', 'BIIB', 'WBD', 'MELI']",10,4,4,0.5002655630398375,0.0006003186756478049,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2023-04-05,2023-04-05,2023-04-06,"['JD', 'PCAR', 'IDXX', 'FAST', 'WBD', 'KHC', 'MELI', 'EBAY', 'PAYX', 'CTAS']",10,3,3,0.39113174142345297,0.00046935808970814354,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2023-04-20,2023-04-20,2023-04-21,"['TSLA', 'IDXX', 'WBD', 'FAST', 'EBAY', 'PAYX', 'JD', 'MELI', 'CTAS', 'PCAR']",10,1,1,0.26811040333336444,0.0003217324840000373,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2023-05-04,2023-05-04,2023-05-05,"['IDXX', 'NVDA', 'ILMN', 'ADBE', 'WBD', 'META', 'MELI', 'JD', 'TSLA', 'PAYX']",10,4,4,0.49582179294695866,0.0005949861515363503,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2023-05-18,2023-05-18,2023-05-19,"['IDXX', 'AMD', 'PAYX', 'META', 'JD', 'WBD', 'MELI', 'ILMN', 'TSLA', 'ADBE']",10,1,1,0.24481437753134283,0.0002937772530376114,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2023-06-02,2023-06-02,2023-06-05,"['KDP', 'PCAR', 'IDXX', 'XEL', 'AZN', 'DLTR', 'KHC', 'CTAS', 'GILD', 'PAYX']",10,8,8,0.8253539016839538,0.0009904246820207445,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
2023-06-16,2023-06-16,2023-06-20,"['DLTR', 'XEL', 'KDP', 'IDXX', 'AZN', 'CTAS', 'PCAR', 'GILD', 'KHC', 'PAYX']",10,0,0,0.09910198543077942,0.00011892238251693529,1.0,1.0,1.0,1.0,1.0,,,False,False,False,False
